AAA023D18.genome.CDS.1000,27.0
AAA023D18.genome.CDS.1001,25.0
AAA023D18.genome.CDS.1002,23.0
AAA023D18.genome.CDS.1003,51.0
AAA023D18.genome.CDS.1004,2.0
AAA023D18.genome.CDS.1005,6.0
AAA023D18.genome.CDS.1006,4.0
AAA023D18.genome.CDS.1007,0.0
AAA023D18.genome.CDS.1008,1.0
AAA023D18.genome.CDS.1009,0.0
AAA023D18.genome.CDS.1010,2.0
AAA023D18.genome.CDS.1011,8.0
AAA023D18.genome.CDS.1012,3.0
AAA023D18.genome.CDS.1013,23.0
AAA023D18.genome.CDS.1014,9.0
AAA023D18.genome.CDS.1015,15.0
AAA023D18.genome.CDS.1016,1.0
AAA023D18.genome.CDS.1017,0.0
AAA023D18.genome.CDS.1018,1.0
AAA023D18.genome.CDS.1019,5225.0
AAA023D18.genome.CDS.1020,1.0
AAA023D18.genome.CDS.1021,2.0
AAA023D18.genome.CDS.1022,34.0
AAA023D18.genome.CDS.1023,28.0
AAA023D18.genome.CDS.1024,2.0
AAA023D18.genome.CDS.1025,24.0
AAA023D18.genome.CDS.1026,3.0
AAA023D18.genome.CDS.1027,53.0
AAA023D18.genome.CDS.1028,92.0
AAA023D18.genome.CDS.1029,1.0
AAA023D18.genome.CDS.1030,16.0
AAA023D18.genome.CDS.1033,4.0
AAA023D18.genome.CDS.1034,6.0
AAA023D18.genome.CDS.1035,0.0
AAA023D18.genome.CDS.1036,11.0
AAA023D18.genome.CDS.1037,12.0
AAA023D18.genome.CDS.1038,6.0
AAA023D18.genome.CDS.1039,45.0
AAA023D18.genome.CDS.1040,21.0
AAA023D18.genome.CDS.1041,191.0
AAA023D18.genome.CDS.1042,2.0
AAA023D18.genome.CDS.1044,1.0
AAA023D18.genome.CDS.1045,6.0
AAA023D18.genome.CDS.1046,3.0
AAA023D18.genome.CDS.1047,4.0
AAA023D18.genome.CDS.1048,16.0
AAA023D18.genome.CDS.1049,0.0
AAA023D18.genome.CDS.1050,7.0
AAA023D18.genome.CDS.1051,37.0
AAA023D18.genome.CDS.1052,18.0
AAA023D18.genome.CDS.1053,9.0
AAA023D18.genome.CDS.1054,13.0
AAA023D18.genome.CDS.1055,3.0
AAA023D18.genome.CDS.1056,4.0
AAA023D18.genome.CDS.1057,9.0
AAA023D18.genome.CDS.1058,2.0
AAA023D18.genome.CDS.1059,3.0
AAA023D18.genome.CDS.106,0.0
AAA023D18.genome.CDS.1060,6.0
AAA023D18.genome.CDS.1061,31.0
AAA023D18.genome.CDS.1062,8.0
AAA023D18.genome.CDS.1063,7.0
AAA023D18.genome.CDS.1064,3.0
AAA023D18.genome.CDS.1065,3.0
AAA023D18.genome.CDS.1066,9.0
AAA023D18.genome.CDS.1067,3.0
AAA023D18.genome.CDS.1068,1.0
AAA023D18.genome.CDS.1069,86.0
AAA023D18.genome.CDS.1070,3.0
AAA023D18.genome.CDS.1071,5.0
AAA023D18.genome.CDS.1072,6.0
AAA023D18.genome.CDS.1073,6.0
AAA023D18.genome.CDS.1074,13.0
AAA023D18.genome.CDS.1075,18.0
AAA023D18.genome.CDS.1076,869.0
AAA023D18.genome.CDS.1077,1.0
AAA023D18.genome.CDS.1078,13.0
AAA023D18.genome.CDS.1079,14.0
AAA023D18.genome.CDS.108,0.0
AAA023D18.genome.CDS.1080,37.0
AAA023D18.genome.CDS.1081,3.0
AAA023D18.genome.CDS.1082,3.0
AAA023D18.genome.CDS.1083,10.0
AAA023D18.genome.CDS.1084,2.0
AAA023D18.genome.CDS.1085,6.0
AAA023D18.genome.CDS.1086,8.0
AAA023D18.genome.CDS.1087,1.0
AAA023D18.genome.CDS.1088,4.0
AAA023D18.genome.CDS.1089,14.0
AAA023D18.genome.CDS.1090,1.0
AAA023D18.genome.CDS.1091,5.0
AAA023D18.genome.CDS.1092,0.0
AAA023D18.genome.CDS.1093,5.0
AAA023D18.genome.CDS.1094,3.0
AAA023D18.genome.CDS.1095,18.0
AAA023D18.genome.CDS.1096,0.0
AAA023D18.genome.CDS.1097,0.0
AAA023D18.genome.CDS.1099,3.0
AAA023D18.genome.CDS.1100,0.0
AAA023D18.genome.CDS.1101,2.0
AAA023D18.genome.CDS.1102,6.0
AAA023D18.genome.CDS.1103,2.0
AAA023D18.genome.CDS.1104,7.0
AAA023D18.genome.CDS.1105,9.0
AAA023D18.genome.CDS.1106,5.0
AAA023D18.genome.CDS.1107,2.0
AAA023D18.genome.CDS.1108,0.0
AAA023D18.genome.CDS.1109,1.0
AAA023D18.genome.CDS.1110,5.0
AAA023D18.genome.CDS.1111,5.0
AAA023D18.genome.CDS.1112,1.0
AAA023D18.genome.CDS.1113,24.0
AAA023D18.genome.CDS.1114,5.0
AAA023D18.genome.CDS.1115,0.0
AAA023D18.genome.CDS.1116,1.0
