id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn10215_c0	=>	c0	AAA023J06.genome.CDS.934	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd15672[c0] + (1) cpd11434[c0] => (1) cpd15678[c0] + (1) cpd00010[c0]
rxn00802_c0	<=>	c0	AAA023J06.genome.CDS.1012	N-(L-Argininosuccinate) arginie-lyase_c0	Unknown	Unknown	None	(1) cpd02152[c0] <=> (1) cpd00106[c0] + (1) cpd00051[c0]
rxn00868_c0	<=	c0	(AAA023J06.genome.CDS.863) or (AAA023J06.genome.CDS.1371)	Butanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00003[c0] + (1) cpd00120[c0] <= (1) cpd00067[c0] + (1) cpd00650[c0] + (1) cpd00004[c0]
rxn03954_c0	<=>	c0	AAA023J06.genome.CDS.822	L-Idonate:NADP oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00573[c0] + (1) cpd00006[c0] <=> (1) cpd00067[c0] + (1) cpd00781[c0] + (1) cpd00005[c0]
rxn01675_c0	<=>	c0	AAA023J06.genome.CDS.715	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase_c0	Unknown	Unknown	None	(1) cpd00357[c0] + (1) cpd00089[c0] <=> (1) cpd00626[c0] + (1) cpd00012[c0]
rxn12636_c0	<=>	c0	(AAA023J06.genome.CDS.1466) or (AAA023J06.genome.CDS.1207)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00001[c0] + (1) cpd11590[c0] <=> (1) cpd00060[c0] + (1) cpd00035[c0]
rxn12644_c0	<=>	c0	(AAA023J06.genome.CDS.1207) or (AAA023J06.genome.CDS.1466)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11582[c0] <=> (1) cpd00161[c0] + (1) cpd00035[c0]
rxn05536_c0	=>	c0	(AAA023J06.genome.CDS.1188) or ((AAA023J06.genome.CDS.1255) or (AAA023J06.genome.CDS.1191)) or (AAA023J06.genome.CDS.1187) or ((AAA023J06.genome.CDS.1189) or (AAA023J06.genome.CDS.1257))	Dipeptide transport via ABC system (met-ala)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd11590[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd11590[c0]
rxn05168_c0	=>	c0	(AAA023J06.genome.CDS.1359) or (AAA023J06.genome.CDS.1358) or (AAA023J06.genome.CDS.1360)	L-Valine-ABC transport_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd00156[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd00156[c0]
rxn05544_c0	=>	c0	(AAA023J06.genome.CDS.1188) or ((AAA023J06.genome.CDS.1255) or (AAA023J06.genome.CDS.1191)) or (AAA023J06.genome.CDS.1187) or ((AAA023J06.genome.CDS.1189) or (AAA023J06.genome.CDS.1257))	Dipeptide transport via ABC system (ala-leu)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd11583[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd11583[c0]
rxn05549_c0	=>	c0	() and ((AAA023J06.genome.CDS.818) or (AAA023J06.genome.CDS.1401)) and (AAA023J06.genome.CDS.819) and ()	Deoxyribose transport via ABC system_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd01242[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd01242[c0] + (1) cpd00008[c0]
rxn08527_c0	<=>	c0	(((AAA023J06.genome.CDS.811) or (AAA023J06.genome.CDS.817)) and (AAA023J06.genome.CDS.810)) or (AAA023J06.genome.CDS.810)	fumarate reductase_c0	Unknown	Unknown	None	(1) cpd00106[c0] + (1) cpd15499[c0] <=> (1) cpd00036[c0] + (1) cpd15500[c0]
rxn12848_c0	=>	c0	(AAA023J06.genome.CDS.1188) or ((AAA023J06.genome.CDS.1255) or (AAA023J06.genome.CDS.1191)) or (AAA023J06.genome.CDS.1187) or ((AAA023J06.genome.CDS.1189) or (AAA023J06.genome.CDS.1257))	Gly-Cys ABC transporters_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd15603[e0] + (1) cpd00001[c0] => (1) cpd15603[c0] + (1) cpd00009[c0] + (1) cpd00008[c0]
rxn10125_c0	<=>	c0	(AAA023J06.genome.CDS.1482) and ()	NAD(P) transhydrogenase_c0	Unknown	Unknown	None	(2) cpd00067[e0] + (1) cpd00006[c0] + (1) cpd00004[c0] <=> (2) cpd00067[c0] + (1) cpd00003[c0] + (1) cpd00005[c0]
rxn01923_c0	=>	c0	(AAA023J06.genome.CDS.863) or (AAA023J06.genome.CDS.1371)	2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase_c0	Unknown	Unknown	None	(2) cpd00481[c0] + (1) cpd00007[c0] => (2) cpd02187[c0] + (2) cpd00001[c0]
rxn05734_c0	<=>	c0	(AAA023J06.genome.CDS.1422) or (AAA023J06.genome.CDS.1418) or (AAA023J06.genome.CDS.1172) or (AAA023J06.genome.CDS.1457) or (AAA023J06.genome.CDS.1353)	aldehyde dehydrogenase (glyoxylate, NAD)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00040[c0] + (1) cpd00003[c0] <=> (2) cpd00067[c0] + (1) cpd00180[c0] + (1) cpd00004[c0]
rxn05422_c0	<=>	c0	(AAA023J06.genome.CDS.862) or (AAA023J06.genome.CDS.1234) or (AAA023J06.genome.CDS.1025) or (AAA023J06.genome.CDS.1274) or (AAA023J06.genome.CDS.1227)	10-methyl-3-oxo-undecanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11558[c0] + (1) cpd00005[c0] <=> (1) cpd00006[c0] + (1) cpd11559[c0]
rxn05448_c0	=>	c0	AAA023J06.genome.CDS.1024	10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00004[c0] + (1) cpd11560[c0] => (1) cpd00003[c0] + (1) cpd11561[c0]
rxn05229_c0	=>	c0	(AAA023J06.genome.CDS.1350) and (AAA023J06.genome.CDS.1351)	NCAIR synthetase and NCAIR mutase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd02140[c0] + (1) cpd00242[c0] => (1) cpd02893[c0] + (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0]
rxn12637_c0	<=>	c0	(AAA023J06.genome.CDS.1207) or (AAA023J06.genome.CDS.1466)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd11589[c0] + (1) cpd00001[c0] <=> (1) cpd00041[c0] + (1) cpd00033[c0]
rxn00902_c0	<=	c0	AAA023J06.genome.CDS.1151	3-Carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd01646[c0] + (1) cpd00010[c0] <= (1) cpd00123[c0] + (1) cpd00001[c0] + (1) cpd00022[c0]
rxn03962_c0	<=>	c0	AAA023J06.genome.CDS.732	GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)_c0	Unknown	Unknown	None	(1) cpd00006[c0] + (1) cpd00272[c0] <=> (1) cpd00067[c0] + (1) cpd00900[c0] + (1) cpd00005[c0]
rxn05328_c0	<=	c0	AAA023J06.genome.CDS.1024	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA_c0	Unknown	Unknown	None	(1) cpd11476[c0] + (1) cpd00003[c0] <= (1) cpd00067[c0] + (1) cpd00004[c0] + (1) cpd11477[c0]
rxn02853_c0	=>	c0	(AAA023J06.genome.CDS.1422) or (AAA023J06.genome.CDS.1418) or (AAA023J06.genome.CDS.1172) or (AAA023J06.genome.CDS.1457) or (AAA023J06.genome.CDS.1353)	Imidazole acetaldehyde:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd03052[c0] + (1) cpd00001[c0] + (1) cpd00003[c0] => (2) cpd00067[c0] + (1) cpd00004[c0] + (1) cpd01831[c0]
rxn05372_c0	<=>	c0	(AAA023J06.genome.CDS.862) or (AAA023J06.genome.CDS.1234) or (AAA023J06.genome.CDS.1025) or (AAA023J06.genome.CDS.1274) or (AAA023J06.genome.CDS.1227)	10-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11508[c0] + (1) cpd00005[c0] <=> (1) cpd11509[c0] + (1) cpd00006[c0]
rxn05031_c0	=>	c0	AAA023J06.genome.CDS.1049	prephytoene diphosphate:geranylgeranyl-diphosphate_c0	Unknown	Unknown	None	(1) cpd02168[c0] => (1) cpd03205[c0] + (1) cpd00012[c0]
rxn10225_c0	<=>	c0	AAA023J06.genome.CDS.996	isohexadecanoyl-phosphatidate cytidylyltransferase_c0	Unknown	Unknown	None	(1) cpd15682[c0] + (1) cpd00052[c0] <=> (1) cpd15688[c0] + (1) cpd00012[c0]
rxn10259_c0	<=>	c0	(AAA023J06.genome.CDS.1242) or (AAA023J06.genome.CDS.948)	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	Unknown	Unknown	None	(1) cpd15683[c0] + (1) cpd00080[c0] <=> (1) cpd15716[c0] + (1) cpd00046[c0]
rxn08311_c0	<=>	c0	AAA023J06.genome.CDS.996	CDP-diacylglycerol synthetase (n-C18:0)_c0	Unknown	Unknown	None	(1) cpd15526[c0] + (1) cpd00052[c0] <=> (1) cpd15421[c0] + (1) cpd00012[c0]
rxn01101_c0	<=>	c0	(AAA023J06.genome.CDS.1373) or (AAA023J06.genome.CDS.1375)	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00003[c0] + (1) cpd00169[c0] <=> (1) cpd00067[c0] + (1) cpd00004[c0] + (1) cpd02069[c0]
rxn05145_c0	<=>	c0	(AAA023J06.genome.CDS.1382) and (AAA023J06.genome.CDS.1416) and ((AAA023J06.genome.CDS.1383) or (AAA023J06.genome.CDS.1417)) and ((AAA023J06.genome.CDS.1252) or (AAA023J06.genome.CDS.1381))	Orthophosphate-ABC transport_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd00009[e0] <=> (1) cpd00067[c0] + (2) cpd00009[c0] + (1) cpd00008[c0]
rxn05341_c0	<=>	c0	(AAA023J06.genome.CDS.862) or (AAA023J06.genome.CDS.1234) or (AAA023J06.genome.CDS.1025) or (AAA023J06.genome.CDS.1274) or (AAA023J06.genome.CDS.1227)	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd11483[c0] + (1) cpd00006[c0] <=> (1) cpd00067[c0] + (1) cpd11490[c0] + (1) cpd00005[c0]
rxn05460_c0	=>	c0	() and (AAA023J06.genome.CDS.1485)	3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11476[c0] + (1) cpd11492[c0] => (1) cpd11493[c0] + (1) cpd00011[c0] + (1) cpd11570[c0]
rxn10199_c0	<=>	c0	AAA023J06.genome.CDS.774	Peptidoglycan subunit synthesis_c0	Unknown	Unknown	None	(1) cpd15666[c0] + (1) cpd03495[c0] <=> (1) cpd02229[c0] + (1) cpd15665[c0]
rxn00649_c0	=>	c0	(AAA023J06.genome.CDS.970) or (AAA023J06.genome.CDS.1154)	O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)_c0	Unknown	Unknown	None	(1) cpd00239[c0] + (1) cpd00722[c0] => (1) cpd00067[c0] + (1) cpd00084[c0] + (1) cpd00029[c0]
rxn10806_c0	=>	c0	(AAA023J06.genome.CDS.927) or (AAA023J06.genome.CDS.926) or (AAA023J06.genome.CDS.1091)	cytochrome oxidase bd (menaquinol-8: 2 protons)_c0	Unknown	Unknown	None	(2) cpd00067[c0] + (0.5) cpd00007[c0] + (1) cpd15499[c0] => (2) cpd00067[e0] + (1) cpd00001[c0] + (1) cpd15500[c0]
rxn12851_c0	=>	c0	(AAA023J06.genome.CDS.1188) or ((AAA023J06.genome.CDS.1255) or (AAA023J06.genome.CDS.1191)) or (AAA023J06.genome.CDS.1187) or ((AAA023J06.genome.CDS.1189) or (AAA023J06.genome.CDS.1257))	Gly-Try ABC transporters_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd15606[e0] => (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd15606[c0]
rxn05153_c0	=>	c0	() and ((AAA023J06.genome.CDS.1167) or (AAA023J06.genome.CDS.1178)) and () and ()	Sulfate-ABC transport_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00048[e0] + (1) cpd00001[c0] => (1) cpd00067[c0] + (1) cpd00048[c0] + (1) cpd00009[c0] + (1) cpd00008[c0]
rxn05346_c0	=>	c0	() and (AAA023J06.genome.CDS.1485)	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]_c0	Unknown	Unknown	None	(1) cpd11464[c0] + (1) cpd00067[c0] + (1) cpd11492[c0] => (1) cpd11493[c0] + (1) cpd00011[c0] + (1) cpd11486[c0]
rxn00558_c0	<=>	c0	AAA023J06.genome.CDS.1362	D-Glucose-6-phosphate ketol-isomerase_c0	Unknown	Unknown	None	(1) cpd00079[c0] <=> (1) cpd00072[c0]
rxn00187_c0	=>	c0	AAA023J06.genome.CDS.1152	L-Glutamate:ammonia ligase (ADP-forming)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd00023[c0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00053[c0] + (1) cpd00008[c0]
rxn01200_c0	<=>	c0	((AAA023J06.genome.CDS.1045) or (AAA023J06.genome.CDS.1043)) or (AAA023J06.genome.CDS.1277) or (AAA023J06.genome.CDS.1275)	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate_c0	Unknown	Unknown	None	(1) cpd00238[c0] + (1) cpd00102[c0] <=> (1) cpd00198[c0] + (1) cpd00101[c0]
rxn01073_c0	=>	c0	AAA023J06.genome.CDS.805	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00908[c0] => (1) cpd00162[c0] + (1) cpd00080[c0]
rxn05175_c0	=>	c0	() and (AAA023J06.genome.CDS.1000) and (AAA023J06.genome.CDS.1001) and () and () and () and ()	Spermidine-ABC transport_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd00264[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00264[c0] + (1) cpd00008[c0]
rxn12844_c0	<=>	c0	(AAA023J06.genome.CDS.1207) or (AAA023J06.genome.CDS.1466)	Gly-Cys aminopeptidase_c0	Unknown	Unknown	None	(1) cpd15603[c0] + (1) cpd00001[c0] <=> (1) cpd00084[c0] + (1) cpd00033[c0]
rxn01858_c0	=>	c0	AAA023J06.genome.CDS.693	Deoxyadenosine aminohydrolase_c0	Unknown	Unknown	None	(1) cpd00438[c0] + (1) cpd00067[c0] + (1) cpd00001[c0] => (1) cpd00013[c0] + (1) cpd03279[c0]
