id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn12008_c0	<=	c0	AAA278I18.genome.CDS.1826	rxn12008_c0	Unknown	Unknown	None	(1) cpd02557[c0] + (1) cpd00012[c0] <= (1) cpd00113[c0] + (1) cpd02590[c0]
rxn00541_c0	<=>	c0	AAA278I18.genome.CDS.1551	L-Threonine acetaldehyde-lyase_c0	Unknown	Unknown	None	(1) cpd00161[c0] <=> (1) cpd00071[c0] + (1) cpd00033[c0]
rxn10215_c0	=>	c0	(AAA278I18.genome.CDS.1581) or (AAA278I18.genome.CDS.364)	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd15672[c0] + (1) cpd11434[c0] => (1) cpd15678[c0] + (1) cpd00010[c0]
rxn06078_c0	=>	c0	AAA278I18.genome.CDS.1290	O-Acetyl-L-homoserine acetate-lyase (adding methanethiol)_c0	Unknown	Unknown	None	(1) cpd00790[c0] + (1) cpd00268[c0] + (1) cpd11421[c0] => (1) cpd11420[c0] + (1) cpd00135[c0] + (1) cpd00081[c0] + (1) cpd00029[c0]
rxn12636_c0	<=>	c0	(AAA278I18.genome.CDS.1925) or ((AAA278I18.genome.CDS.1951) or (AAA278I18.genome.CDS.1487)) or (AAA278I18.genome.CDS.1795)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00001[c0] + (1) cpd11590[c0] <=> (1) cpd00060[c0] + (1) cpd00035[c0]
rxn12644_c0	<=>	c0	(AAA278I18.genome.CDS.1795) or (AAA278I18.genome.CDS.1925) or ((AAA278I18.genome.CDS.1951) or (AAA278I18.genome.CDS.1487))	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11582[c0] <=> (1) cpd00161[c0] + (1) cpd00035[c0]
rxn05536_c0	=>	c0	(AAA278I18.genome.CDS.1889) or (AAA278I18.genome.CDS.1887) or (AAA278I18.genome.CDS.1890)	Dipeptide transport via ABC system (met-ala)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd11590[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd11590[c0]
rxn05168_c0	=>	c0	(AAA278I18.genome.CDS.1133) or (AAA278I18.genome.CDS.1131) or (AAA278I18.genome.CDS.1129) or (AAA278I18.genome.CDS.1132) or (AAA278I18.genome.CDS.1130)	L-Valine-ABC transport_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd00156[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd00156[c0]
rxn00433_c0	=>	c0	() and ((AAA278I18.genome.CDS.1128) or (AAA278I18.genome.CDS.1853))	Sarcosine:oxygen oxidoreductase (demethylating)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00183[c0] + (1) cpd00007[c0] => (1) cpd00055[c0] + (1) cpd00025[c0] + (1) cpd00033[c0]
rxn05544_c0	=>	c0	(AAA278I18.genome.CDS.1889) or (AAA278I18.genome.CDS.1887) or (AAA278I18.genome.CDS.1890)	Dipeptide transport via ABC system (ala-leu)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd11583[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd11583[c0]
