id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn12008_c0	<=	c0	TBepi4208.genome.CDS.1710	rxn12008_c0	Unknown	Unknown	None	(1) cpd02557[c0] + (1) cpd00012[c0] <= (1) cpd00113[c0] + (1) cpd02590[c0]
rxn01199_c0	<=>	c0	TBepi4208.genome.CDS.1118	ATP:D-xylulose 5-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00259[c0] <=> (1) cpd00198[c0] + (1) cpd00008[c0]
rxn10215_c0	=>	c0	(TBepi4208.genome.CDS.1347) or (TBepi4208.genome.CDS.1172)	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd15672[c0] + (1) cpd11434[c0] => (1) cpd15678[c0] + (1) cpd00010[c0]
rxn00802_c0	<=>	c0	TBepi4208.genome.CDS.1918	N-(L-Argininosuccinate) arginie-lyase_c0	Unknown	Unknown	None	(1) cpd02152[c0] <=> (1) cpd00106[c0] + (1) cpd00051[c0]
rxn03638_c0	=>	c0	(TBepi4208.genome.CDS.1998) and (TBepi4208.genome.CDS.1998)	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase_c0	Unknown	Unknown	None	(1) cpd03671[c0] + (1) cpd00022[c0] => (1) cpd00067[c0] + (1) cpd02611[c0] + (1) cpd00010[c0]
rxn06078_c0	=>	c0	(TBepi4208.genome.CDS.1099) or (TBepi4208.genome.CDS.1431)	O-Acetyl-L-homoserine acetate-lyase (adding methanethiol)_c0	Unknown	Unknown	None	(1) cpd00790[c0] + (1) cpd00268[c0] + (1) cpd11421[c0] => (1) cpd11420[c0] + (1) cpd00135[c0] + (1) cpd00081[c0] + (1) cpd00029[c0]
rxn12636_c0	<=>	c0	((TBepi4208.genome.CDS.1580) or (TBepi4208.genome.CDS.1003)) or (TBepi4208.genome.CDS.1072)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00001[c0] + (1) cpd11590[c0] <=> (1) cpd00060[c0] + (1) cpd00035[c0]
rxn12644_c0	<=>	c0	(TBepi4208.genome.CDS.1072) or ((TBepi4208.genome.CDS.1580) or (TBepi4208.genome.CDS.1003))	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11582[c0] <=> (1) cpd00161[c0] + (1) cpd00035[c0]
rxn05536_c0	=>	c0	(TBepi4208.genome.CDS.1091) or (TBepi4208.genome.CDS.1092)	Dipeptide transport via ABC system (met-ala)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd11590[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd11590[c0]
rxn01387_c0	<=>	c0	TBepi4208.genome.CDS.1393	Isocitrate:NADP+ oxidoreductase (decarboxylating)_c0	Unknown	Unknown	None	(1) cpd00006[c0] + (1) cpd00260[c0] <=> (1) cpd00067[c0] + (1) cpd03187[c0] + (1) cpd00005[c0]
